Query,Response
How to open a PFCA A C? What are the documents needed?,  Accounts may be opened in the form of a Savings Account  Fixed Deposit Account or current Accounts (Without cheque drawing)
Whar are the eligibility to open a PFCA A C?, 1. An individual including a minor who is a Sri Lankan national. 2. An individual of Sri Lankan origin including a minor who is a resident outside Sri Lanka. 3. A nonnational resident in Sri Lanka. 4. A nonnational either on temporary visit to Sri Lanka or intending to visit Sri Lanka. 5. An administrator or executor of the estates of a deceased person who maintained 6. A Personal Foreign Currency Account (PFCA) with that authorized dealer or restricted dealer until the completion of the administration of the deceased persons estate. facility) in any following Designated Foreign Currency. Account Opening Application and FATCA Declaration
How can I purchase Foreign Exchange from the Bank?,  Foreign Exchange Issuance Encashment Foreign exchange can be obtained by Sri Lankans in currency notes and drafts for travelling purposes educational purposes and migration….etc.The exchange limits will mainly depend on the purpose of the tour complying with the authorization limits imposed by Central Bank.
What are the Documents Needed to purchase Foreign Exchange from the Bank?, 1. Valid Passport 2. Valid Visa for the intended tour. 3. Return Air ticket 4. Duly completed Application Form of the Bank 5. Form 1 of Central Bank  Click here to download
Who are the Remittance Agents of Peoples Bank?, Refer the List Of Foreign Currency Accounts (Standard Settlement Instructions) here.
How can I contact Representatives of Peoples Bank stationed Abroad?, Refer the List here.
How can I check the status of my credit card application?,You can call us on our Customer service hotline or email us on creditcards@hsbc.com.lk or you may write to us on P.O. Box 73 Colombo.
Ive applied for an HSBC credit card how can I check on the status of this?, You can call us on our Customer service hotline or email us on creditcards@hsbc.com.lk or you may write to us on P.O. Box 73 Colombo with your application reference number or National Identity Card (NIC) Number.
What is the interest free period for a HSBC Credit Card?,The interest free period for your HSBC credit card is from 21 days up to 51 days.
How long will it take to process my HSBC credit card application?,Primary card  1 bank working day1   Supplementary card  1 bank working day1
